"Woningtype";"Bouwjaarklasse";"Perioden";"Regio's";"Beginstand woningvoorraad (aantal)";"Gemiddelde oppervlakte (m2)"
"Eengezinswoning";"1985 tot 1995";"2021";"Groot-Rijnmond (CR)";42117;121
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidoost-Zuid-Holland (CR)";14834;123
"Eengezinswoning";"1985 tot 1995";"2021";"Zeeuwsch-Vlaanderen (CR)";4293;138
"Eengezinswoning";"1985 tot 1995";"2021";"Overig Zeeland (CR)";11097;130
"Eengezinswoning";"1985 tot 1995";"2021";"West-Noord-Brabant (CR)";30500;134
"Eengezinswoning";"1985 tot 1995";"2021";"Midden-Noord-Brabant (CR)";22469;133
"Eengezinswoning";"1985 tot 1995";"2021";"Noordoost-Noord-Brabant (CR)";33172;145
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidoost-Noord-Brabant (CR)";42376;146
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Limburg (CR)";14053;142
"Eengezinswoning";"1985 tot 1995";"2021";"Midden-Limburg (CR)";10661;148
"Eengezinswoning";"1985 tot 1995";"2021";"Zuid-Limburg (CR)";22846;141
"Eengezinswoning";"1985 tot 1995";"2021";"Flevoland (CR)";31023;124
"Eengezinswoning";"1985 tot 1995";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"1985 tot 1995";"2021";"Amsterdam";10469;98
"Eengezinswoning";"1985 tot 1995";"2021";"'s-Gravenhage (gemeente)";2291;128
"Eengezinswoning";"1985 tot 1995";"2021";"Rotterdam";11415;115
"Eengezinswoning";"1985 tot 1995";"2021";"Utrecht (gemeente)";4581;107
"Eengezinswoning";"1995 tot 2005";"2021";"Nederland";535011;154
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Nederland (LD)";63084;168
"Eengezinswoning";"1995 tot 2005";"2021";"Oost-Nederland (LD)";143147;151
"Eengezinswoning";"1995 tot 2005";"2021";"West-Nederland (LD)";218681;144
"Eengezinswoning";"1995 tot 2005";"2021";"Zuid-Nederland (LD)";110099;169
"Eengezinswoning";"1995 tot 2005";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"1995 tot 2005";"2021";"Groningen (PV)";18851;161
"Eengezinswoning";"1995 tot 2005";"2021";"Fryslân (PV)";24253;174
"Eengezinswoning";"1995 tot 2005";"2021";"Drenthe (PV)";19980;166
"Eengezinswoning";"1995 tot 2005";"2021";"Overijssel (PV)";43767;157
"Eengezinswoning";"1995 tot 2005";"2021";"Flevoland (PV)";36578;142
"Eengezinswoning";"1995 tot 2005";"2021";"Gelderland (PV)";62802;153
"Eengezinswoning";"1995 tot 2005";"2021";"Utrecht (PV)";44755;141
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Holland (PV)";66011;143
"Eengezinswoning";"1995 tot 2005";"2021";"Zuid-Holland (PV)";94628;143
"Eengezinswoning";"1995 tot 2005";"2021";"Zeeland (PV)";13287;162
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Brabant (PV)";80332;167
"Eengezinswoning";"1995 tot 2005";"2021";"Limburg (PV)";29767;172
"Eengezinswoning";"1995 tot 2005";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"1995 tot 2005";"2021";"Oost-Groningen (CR)";4701;164
"Eengezinswoning";"1995 tot 2005";"2021";"Delfzijl en omgeving (CR)";1065;177
"Eengezinswoning";"1995 tot 2005";"2021";"Overig Groningen (CR)";13085;158
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Friesland (CR)";10002;174
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidwest-Friesland (CR)";6762;175
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidoost-Friesland (CR)";7489;175
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Drenthe (CR)";8089;165
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidoost-Drenthe (CR)";7085;164
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidwest-Drenthe (CR)";4806;171
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Overijssel (CR)";15359;155
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidwest-Overijssel (CR)";6813;151
"Eengezinswoning";"1995 tot 2005";"2021";"Twente (CR)";21595;160
"Eengezinswoning";"1995 tot 2005";"2021";"Veluwe (CR)";19819;149
"Eengezinswoning";"1995 tot 2005";"2021";"Achterhoek (CR)";13112;161
"Eengezinswoning";"1995 tot 2005";"2021";"Arnhem/Nijmegen (CR)";19766;152
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidwest-Gelderland (CR)";10105;153
"Eengezinswoning";"1995 tot 2005";"2021";"Utrecht (CR)";44755;141
"Eengezinswoning";"1995 tot 2005";"2021";"Kop van Noord-Holland (CR)";14776;152
"Eengezinswoning";"1995 tot 2005";"2021";"Alkmaar en omgeving (CR)";8507;140
"Eengezinswoning";"1995 tot 2005";"2021";"IJmond (CR)";4887;142
"Eengezinswoning";"1995 tot 2005";"2021";"Agglomeratie Haarlem (CR)";1781;146
"Eengezinswoning";"1995 tot 2005";"2021";"Zaanstreek (CR)";4412;139
"Eengezinswoning";"1995 tot 2005";"2021";"Groot-Amsterdam (CR)";28787;138
"Eengezinswoning";"1995 tot 2005";"2021";"Het Gooi en Vechtstreek (CR)";2861;174
"Eengezinswoning";"1995 tot 2005";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";8457;151
"Eengezinswoning";"1995 tot 2005";"2021";"Agglomeratie 's-Gravenhage (CR)";28023;139
"Eengezinswoning";"1995 tot 2005";"2021";"Delft en Westland (CR)";5289;148
"Eengezinswoning";"1995 tot 2005";"2021";"Oost-Zuid-Holland (CR)";6279;158
"Eengezinswoning";"1995 tot 2005";"2021";"Groot-Rijnmond (CR)";36215;142
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidoost-Zuid-Holland (CR)";10365;143
"Eengezinswoning";"1995 tot 2005";"2021";"Zeeuwsch-Vlaanderen (CR)";4001;165
"Eengezinswoning";"1995 tot 2005";"2021";"Overig Zeeland (CR)";9286;160
"Eengezinswoning";"1995 tot 2005";"2021";"West-Noord-Brabant (CR)";19604;161
"Eengezinswoning";"1995 tot 2005";"2021";"Midden-Noord-Brabant (CR)";17766;152
"Eengezinswoning";"1995 tot 2005";"2021";"Noordoost-Noord-Brabant (CR)";18751;174
"Eengezinswoning";"1995 tot 2005";"2021";"Zuidoost-Noord-Brabant (CR)";24211;179
"Eengezinswoning";"1995 tot 2005";"2021";"Noord-Limburg (CR)";9786;168
"Eengezinswoning";"1995 tot 2005";"2021";"Midden-Limburg (CR)";7162;181
"Eengezinswoning";"1995 tot 2005";"2021";"Zuid-Limburg (CR)";12819;170
"Eengezinswoning";"1995 tot 2005";"2021";"Flevoland (CR)";36578;142
"Eengezinswoning";"1995 tot 2005";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"1995 tot 2005";"2021";"Amsterdam";7176;127
"Eengezinswoning";"1995 tot 2005";"2021";"'s-Gravenhage (gemeente)";16331;136
"Eengezinswoning";"1995 tot 2005";"2021";"Rotterdam";7245;133
"Eengezinswoning";"1995 tot 2005";"2021";"Utrecht (gemeente)";9944;121
"Eengezinswoning";"2005 tot 2015";"2021";"Nederland";330222;162
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Nederland (LD)";35286;173
"Eengezinswoning";"2005 tot 2015";"2021";"Oost-Nederland (LD)";87668;163
"Eengezinswoning";"2005 tot 2015";"2021";"West-Nederland (LD)";139743;154
"Eengezinswoning";"2005 tot 2015";"2021";"Zuid-Nederland (LD)";67525;172
"Eengezinswoning";"2005 tot 2015";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"2005 tot 2015";"2021";"Groningen (PV)";10112;172
"Eengezinswoning";"2005 tot 2015";"2021";"Fryslân (PV)";14150;173
"Eengezinswoning";"2005 tot 2015";"2021";"Drenthe (PV)";11024;174
"Eengezinswoning";"2005 tot 2015";"2021";"Overijssel (PV)";27862;173
"Eengezinswoning";"2005 tot 2015";"2021";"Flevoland (PV)";12493;155
"Eengezinswoning";"2005 tot 2015";"2021";"Gelderland (PV)";47313;160
"Eengezinswoning";"2005 tot 2015";"2021";"Utrecht (PV)";27724;155
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Holland (PV)";42616;154
"Eengezinswoning";"2005 tot 2015";"2021";"Zuid-Holland (PV)";62127;152
"Eengezinswoning";"2005 tot 2015";"2021";"Zeeland (PV)";7276;170
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Brabant (PV)";51529;170
"Eengezinswoning";"2005 tot 2015";"2021";"Limburg (PV)";15996;178
"Eengezinswoning";"2005 tot 2015";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"2005 tot 2015";"2021";"Oost-Groningen (CR)";2096;181
"Eengezinswoning";"2005 tot 2015";"2021";"Delfzijl en omgeving (CR)";594;189
"Eengezinswoning";"2005 tot 2015";"2021";"Overig Groningen (CR)";7422;168
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Friesland (CR)";6276;172
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidwest-Friesland (CR)";3389;181
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidoost-Friesland (CR)";4485;169
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Drenthe (CR)";4656;179
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidoost-Drenthe (CR)";3192;165
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidwest-Drenthe (CR)";3176;176
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Overijssel (CR)";11062;167
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidwest-Overijssel (CR)";3797;161
"Eengezinswoning";"2005 tot 2015";"2021";"Twente (CR)";13003;181
"Eengezinswoning";"2005 tot 2015";"2021";"Veluwe (CR)";17164;162
"Eengezinswoning";"2005 tot 2015";"2021";"Achterhoek (CR)";7434;170
"Eengezinswoning";"2005 tot 2015";"2021";"Arnhem/Nijmegen (CR)";17224;155
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidwest-Gelderland (CR)";5491;158
"Eengezinswoning";"2005 tot 2015";"2021";"Utrecht (CR)";27724;155
"Eengezinswoning";"2005 tot 2015";"2021";"Kop van Noord-Holland (CR)";8821;158
"Eengezinswoning";"2005 tot 2015";"2021";"Alkmaar en omgeving (CR)";4157;147
"Eengezinswoning";"2005 tot 2015";"2021";"IJmond (CR)";4646;146
"Eengezinswoning";"2005 tot 2015";"2021";"Agglomeratie Haarlem (CR)";1634;168
"Eengezinswoning";"2005 tot 2015";"2021";"Zaanstreek (CR)";4067;141
"Eengezinswoning";"2005 tot 2015";"2021";"Groot-Amsterdam (CR)";17060;154
"Eengezinswoning";"2005 tot 2015";"2021";"Het Gooi en Vechtstreek (CR)";2231;181
"Eengezinswoning";"2005 tot 2015";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";6364;167
"Eengezinswoning";"2005 tot 2015";"2021";"Agglomeratie 's-Gravenhage (CR)";15587;149
"Eengezinswoning";"2005 tot 2015";"2021";"Delft en Westland (CR)";4473;161
"Eengezinswoning";"2005 tot 2015";"2021";"Oost-Zuid-Holland (CR)";5289;158
"Eengezinswoning";"2005 tot 2015";"2021";"Groot-Rijnmond (CR)";23709;148
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidoost-Zuid-Holland (CR)";6705;149
"Eengezinswoning";"2005 tot 2015";"2021";"Zeeuwsch-Vlaanderen (CR)";1689;198
"Eengezinswoning";"2005 tot 2015";"2021";"Overig Zeeland (CR)";5587;162
"Eengezinswoning";"2005 tot 2015";"2021";"West-Noord-Brabant (CR)";11256;172
"Eengezinswoning";"2005 tot 2015";"2021";"Midden-Noord-Brabant (CR)";9422;160
"Eengezinswoning";"2005 tot 2015";"2021";"Noordoost-Noord-Brabant (CR)";14455;172
"Eengezinswoning";"2005 tot 2015";"2021";"Zuidoost-Noord-Brabant (CR)";16396;173
"Eengezinswoning";"2005 tot 2015";"2021";"Noord-Limburg (CR)";5636;178
"Eengezinswoning";"2005 tot 2015";"2021";"Midden-Limburg (CR)";4459;184
"Eengezinswoning";"2005 tot 2015";"2021";"Zuid-Limburg (CR)";5901;172
"Eengezinswoning";"2005 tot 2015";"2021";"Flevoland (CR)";12493;155
"Eengezinswoning";"2005 tot 2015";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"2005 tot 2015";"2021";"Amsterdam";5853;137
"Eengezinswoning";"2005 tot 2015";"2021";"'s-Gravenhage (gemeente)";8639;143
"Eengezinswoning";"2005 tot 2015";"2021";"Rotterdam";6738;140
"Eengezinswoning";"2005 tot 2015";"2021";"Utrecht (gemeente)";9770;135
"Eengezinswoning";"2015 tot 2025";"2021";"Nederland";220010;149
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Nederland (LD)";20159;146
"Eengezinswoning";"2015 tot 2025";"2021";"Oost-Nederland (LD)";60252;149
"Eengezinswoning";"2015 tot 2025";"2021";"West-Nederland (LD)";91464;149
"Eengezinswoning";"2015 tot 2025";"2021";"Zuid-Nederland (LD)";48135;151
"Eengezinswoning";"2015 tot 2025";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"2015 tot 2025";"2021";"Groningen (PV)";6312;145
"Eengezinswoning";"2015 tot 2025";"2021";"Fryslân (PV)";8153;146
"Eengezinswoning";"2015 tot 2025";"2021";"Drenthe (PV)";5694;149
"Eengezinswoning";"2015 tot 2025";"2021";"Overijssel (PV)";17061;156
"Eengezinswoning";"2015 tot 2025";"2021";"Flevoland (PV)";7623;145
"Eengezinswoning";"2015 tot 2025";"2021";"Gelderland (PV)";35568;147
"Eengezinswoning";"2015 tot 2025";"2021";"Utrecht (PV)";17705;150
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Holland (PV)";26413;150
"Eengezinswoning";"2015 tot 2025";"2021";"Zuid-Holland (PV)";42067;149
"Eengezinswoning";"2015 tot 2025";"2021";"Zeeland (PV)";5279;141
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Brabant (PV)";39337;151
"Eengezinswoning";"2015 tot 2025";"2021";"Limburg (PV)";8798;151
"Eengezinswoning";"2015 tot 2025";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"2015 tot 2025";"2021";"Oost-Groningen (CR)";773;167
"Eengezinswoning";"2015 tot 2025";"2021";"Delfzijl en omgeving (CR)";721;115
"Eengezinswoning";"2015 tot 2025";"2021";"Overig Groningen (CR)";4818;145
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Friesland (CR)";4158;147
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidwest-Friesland (CR)";1499;155
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidoost-Friesland (CR)";2496;138
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Drenthe (CR)";2390;152
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidoost-Drenthe (CR)";1384;146
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidwest-Drenthe (CR)";1920;148
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Overijssel (CR)";7100;149
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidwest-Overijssel (CR)";2309;151
"Eengezinswoning";"2015 tot 2025";"2021";"Twente (CR)";7652;163
"Eengezinswoning";"2015 tot 2025";"2021";"Veluwe (CR)";14108;147
"Eengezinswoning";"2015 tot 2025";"2021";"Achterhoek (CR)";4962;152
"Eengezinswoning";"2015 tot 2025";"2021";"Arnhem/Nijmegen (CR)";10922;144
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidwest-Gelderland (CR)";5576;147
"Eengezinswoning";"2015 tot 2025";"2021";"Utrecht (CR)";17705;150
"Eengezinswoning";"2015 tot 2025";"2021";"Kop van Noord-Holland (CR)";4668;153
"Eengezinswoning";"2015 tot 2025";"2021";"Alkmaar en omgeving (CR)";3233;152
"Eengezinswoning";"2015 tot 2025";"2021";"IJmond (CR)";1713;149
"Eengezinswoning";"2015 tot 2025";"2021";"Agglomeratie Haarlem (CR)";1489;148
"Eengezinswoning";"2015 tot 2025";"2021";"Zaanstreek (CR)";1838;130
"Eengezinswoning";"2015 tot 2025";"2021";"Groot-Amsterdam (CR)";10381;147
"Eengezinswoning";"2015 tot 2025";"2021";"Het Gooi en Vechtstreek (CR)";3091;171
"Eengezinswoning";"2015 tot 2025";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";5567;151
"Eengezinswoning";"2015 tot 2025";"2021";"Agglomeratie 's-Gravenhage (CR)";6785;156
"Eengezinswoning";"2015 tot 2025";"2021";"Delft en Westland (CR)";4181;150
"Eengezinswoning";"2015 tot 2025";"2021";"Oost-Zuid-Holland (CR)";6274;147
"Eengezinswoning";"2015 tot 2025";"2021";"Groot-Rijnmond (CR)";14763;146
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidoost-Zuid-Holland (CR)";4497;146
"Eengezinswoning";"2015 tot 2025";"2021";"Zeeuwsch-Vlaanderen (CR)";1287;142
"Eengezinswoning";"2015 tot 2025";"2021";"Overig Zeeland (CR)";3992;140
"Eengezinswoning";"2015 tot 2025";"2021";"West-Noord-Brabant (CR)";6825;154
"Eengezinswoning";"2015 tot 2025";"2021";"Midden-Noord-Brabant (CR)";8278;146
"Eengezinswoning";"2015 tot 2025";"2021";"Noordoost-Noord-Brabant (CR)";11405;154
"Eengezinswoning";"2015 tot 2025";"2021";"Zuidoost-Noord-Brabant (CR)";12829;149
"Eengezinswoning";"2015 tot 2025";"2021";"Noord-Limburg (CR)";3058;149
"Eengezinswoning";"2015 tot 2025";"2021";"Midden-Limburg (CR)";2604;152
"Eengezinswoning";"2015 tot 2025";"2021";"Zuid-Limburg (CR)";3136;152
"Eengezinswoning";"2015 tot 2025";"2021";"Flevoland (CR)";7623;145
"Eengezinswoning";"2015 tot 2025";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"2015 tot 2025";"2021";"Amsterdam";3571;144
"Eengezinswoning";"2015 tot 2025";"2021";"'s-Gravenhage (gemeente)";2661;156
"Eengezinswoning";"2015 tot 2025";"2021";"Rotterdam";3964;143
"Eengezinswoning";"2015 tot 2025";"2021";"Utrecht (gemeente)";4598;140
"Meergezinswoning";"Totaal";"2021";"Nederland";2870532;80
"Meergezinswoning";"Totaal";"2021";"Noord-Nederland (LD)";200758;84
"Meergezinswoning";"Totaal";"2021";"Oost-Nederland (LD)";406520;86
"Meergezinswoning";"Totaal";"2021";"West-Nederland (LD)";1827653;78
"Meergezinswoning";"Totaal";"2021";"Zuid-Nederland (LD)";435601;85
"Meergezinswoning";"Totaal";"2021";"Niet in te delen (LD)";0;
"Meergezinswoning";"Totaal";"2021";"Groningen (PV)";99360;83
"Meergezinswoning";"Totaal";"2021";"Fryslân (PV)";59579;81
"Meergezinswoning";"Totaal";"2021";"Drenthe (PV)";41819;89
"Meergezinswoning";"Totaal";"2021";"Overijssel (PV)";129092;86
"Meergezinswoning";"Totaal";"2021";"Flevoland (PV)";37938;80
"Meergezinswoning";"Totaal";"2021";"Gelderland (PV)";239490;86
"Meergezinswoning";"Totaal";"2021";"Utrecht (PV)";221738;80
"Meergezinswoning";"Totaal";"2021";"Noord-Holland (PV)";686982;75
"Meergezinswoning";"Totaal";"2021";"Zuid-Holland (PV)";882442;80
"Meergezinswoning";"Totaal";"2021";"Zeeland (PV)";36491;84
"Meergezinswoning";"Totaal";"2021";"Noord-Brabant (PV)";288365;83
"Meergezinswoning";"Totaal";"2021";"Limburg (PV)";147236;89
"Meergezinswoning";"Totaal";"2021";"Niet in te delen (PV)";0;
"Meergezinswoning";"Totaal";"2021";"Oost-Groningen (CR)";11895;106
"Meergezinswoning";"Totaal";"2021";"Delfzijl en omgeving (CR)";4809;81
"Meergezinswoning";"Totaal";"2021";"Overig Groningen (CR)";82656;80
"Meergezinswoning";"Totaal";"2021";"Noord-Friesland (CR)";34041;76
"Meergezinswoning";"Totaal";"2021";"Zuidwest-Friesland (CR)";10087;93
"Meergezinswoning";"Totaal";"2021";"Zuidoost-Friesland (CR)";15451;84
"Meergezinswoning";"Totaal";"2021";"Noord-Drenthe (CR)";15902;83
"Meergezinswoning";"Totaal";"2021";"Zuidoost-Drenthe (CR)";12818;100
"Meergezinswoning";"Totaal";"2021";"Zuidwest-Drenthe (CR)";13099;85
"Meergezinswoning";"Totaal";"2021";"Noord-Overijssel (CR)";38356;86
"Meergezinswoning";"Totaal";"2021";"Zuidwest-Overijssel (CR)";18456;85
"Meergezinswoning";"Totaal";"2021";"Twente (CR)";72280;86
"Meergezinswoning";"Totaal";"2021";"Veluwe (CR)";78143;83
"Meergezinswoning";"Totaal";"2021";"Achterhoek (CR)";36659;99
"Meergezinswoning";"Totaal";"2021";"Arnhem/Nijmegen (CR)";109358;84
"Meergezinswoning";"Totaal";"2021";"Zuidwest-Gelderland (CR)";15330;89
"Meergezinswoning";"Totaal";"2021";"Utrecht (CR)";221738;80
"Meergezinswoning";"Totaal";"2021";"Kop van Noord-Holland (CR)";33487;83
"Meergezinswoning";"Totaal";"2021";"Alkmaar en omgeving (CR)";33498;79
"Meergezinswoning";"Totaal";"2021";"IJmond (CR)";31781;79
"Meergezinswoning";"Totaal";"2021";"Agglomeratie Haarlem (CR)";51026;82
"Meergezinswoning";"Totaal";"2021";"Zaanstreek (CR)";27173;80
"Meergezinswoning";"Totaal";"2021";"Groot-Amsterdam (CR)";470263;72
"Meergezinswoning";"Totaal";"2021";"Het Gooi en Vechtstreek (CR)";39754;76
"Meergezinswoning";"Totaal";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";79762;80
"Meergezinswoning";"Totaal";"2021";"Agglomeratie 's-Gravenhage (CR)";284484;80
"Meergezinswoning";"Totaal";"2021";"Delft en Westland (CR)";47345;76
"Meergezinswoning";"Totaal";"2021";"Oost-Zuid-Holland (CR)";44230;81
"Meergezinswoning";"Totaal";"2021";"Groot-Rijnmond (CR)";367761;80
"Meergezinswoning";"Totaal";"2021";"Zuidoost-Zuid-Holland (CR)";58860;80
"Meergezinswoning";"Totaal";"2021";"Zeeuwsch-Vlaanderen (CR)";8504;90
"Meergezinswoning";"Totaal";"2021";"Overig Zeeland (CR)";27987;82
"Meergezinswoning";"Totaal";"2021";"West-Noord-Brabant (CR)";73856;82
"Meergezinswoning";"Totaal";"2021";"Midden-Noord-Brabant (CR)";56562;79
"Meergezinswoning";"Totaal";"2021";"Noordoost-Noord-Brabant (CR)";69981;86
"Meergezinswoning";"Totaal";"2021";"Zuidoost-Noord-Brabant (CR)";87966;84
"Meergezinswoning";"Totaal";"2021";"Noord-Limburg (CR)";25882;91
"Meergezinswoning";"Totaal";"2021";"Midden-Limburg (CR)";22529;91
"Meergezinswoning";"Totaal";"2021";"Zuid-Limburg (CR)";98825;87
"Meergezinswoning";"Totaal";"2021";"Flevoland (CR)";37938;80
"Meergezinswoning";"Totaal";"2021";"Niet in te delen (CR)";0;
"Meergezinswoning";"Totaal";"2021";"Amsterdam";395609;71
"Meergezinswoning";"Totaal";"2021";"'s-Gravenhage (gemeente)";209652;79
"Meergezinswoning";"Totaal";"2021";"Rotterdam";236740;79
"Meergezinswoning";"Totaal";"2021";"Utrecht (gemeente)";91266;78
"Meergezinswoning";"1000 tot 1850";"2021";"Nederland";41926;93
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Nederland (LD)";1589;109
"Meergezinswoning";"1000 tot 1850";"2021";"Oost-Nederland (LD)";2976;123
"Meergezinswoning";"1000 tot 1850";"2021";"West-Nederland (LD)";32369;85
"Meergezinswoning";"1000 tot 1850";"2021";"Zuid-Nederland (LD)";4992;117
"Meergezinswoning";"1000 tot 1850";"2021";"Niet in te delen (LD)";0;
"Meergezinswoning";"1000 tot 1850";"2021";"Groningen (PV)";343;102
"Meergezinswoning";"1000 tot 1850";"2021";"Fryslân (PV)";1056;101
"Meergezinswoning";"1000 tot 1850";"2021";"Drenthe (PV)";190;166
"Meergezinswoning";"1000 tot 1850";"2021";"Overijssel (PV)";1090;110
"Meergezinswoning";"1000 tot 1850";"2021";"Flevoland (PV)";0;
"Meergezinswoning";"1000 tot 1850";"2021";"Gelderland (PV)";1886;130
"Meergezinswoning";"1000 tot 1850";"2021";"Utrecht (PV)";2827;98
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Holland (PV)";21482;80
"Meergezinswoning";"1000 tot 1850";"2021";"Zuid-Holland (PV)";7143;96
"Meergezinswoning";"1000 tot 1850";"2021";"Zeeland (PV)";917;100
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Brabant (PV)";1717;124
"Meergezinswoning";"1000 tot 1850";"2021";"Limburg (PV)";3275;113
"Meergezinswoning";"1000 tot 1850";"2021";"Niet in te delen (PV)";0;
"Meergezinswoning";"1000 tot 1850";"2021";"Oost-Groningen (CR)";3;
"Meergezinswoning";"1000 tot 1850";"2021";"Delfzijl en omgeving (CR)";36;74
"Meergezinswoning";"1000 tot 1850";"2021";"Overig Groningen (CR)";304;101
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Friesland (CR)";781;94
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidwest-Friesland (CR)";233;127
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidoost-Friesland (CR)";42;93
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Drenthe (CR)";66;140
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidoost-Drenthe (CR)";18;
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidwest-Drenthe (CR)";106;176
"Meergezinswoning";"1000 tot 1850";"2021";"Noord-Overijssel (CR)";597;85
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidwest-Overijssel (CR)";391;120
"Meergezinswoning";"1000 tot 1850";"2021";"Twente (CR)";102;221
"Meergezinswoning";"1000 tot 1850";"2021";"Veluwe (CR)";515;120
"Meergezinswoning";"1000 tot 1850";"2021";"Achterhoek (CR)";650;127
"Meergezinswoning";"1000 tot 1850";"2021";"Arnhem/Nijmegen (CR)";370;143
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidwest-Gelderland (CR)";351;137
"Meergezinswoning";"1000 tot 1850";"2021";"Utrecht (CR)";2827;98
"Meergezinswoning";"1000 tot 1850";"2021";"Kop van Noord-Holland (CR)";549;99
"Meergezinswoning";"1000 tot 1850";"2021";"Alkmaar en omgeving (CR)";131;100
"Meergezinswoning";"1000 tot 1850";"2021";"IJmond (CR)";38;146
"Meergezinswoning";"1000 tot 1850";"2021";"Agglomeratie Haarlem (CR)";756;96
"Meergezinswoning";"1000 tot 1850";"2021";"Zaanstreek (CR)";58;101
"Meergezinswoning";"1000 tot 1850";"2021";"Groot-Amsterdam (CR)";19718;78
"Meergezinswoning";"1000 tot 1850";"2021";"Het Gooi en Vechtstreek (CR)";232;112
"Meergezinswoning";"1000 tot 1850";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";2995;82
"Meergezinswoning";"1000 tot 1850";"2021";"Agglomeratie 's-Gravenhage (CR)";1216;98
"Meergezinswoning";"1000 tot 1850";"2021";"Delft en Westland (CR)";881;113
"Meergezinswoning";"1000 tot 1850";"2021";"Oost-Zuid-Holland (CR)";603;103
"Meergezinswoning";"1000 tot 1850";"2021";"Groot-Rijnmond (CR)";466;114
"Meergezinswoning";"1000 tot 1850";"2021";"Zuidoost-Zuid-Holland (CR)";982;106
"Meergezinswoning";"1000 tot 1850";"2021";"Zeeuwsch-Vlaanderen (CR)";21;132
"Meergezinswoning";"1000 tot 1850";"2021";"Overig Zeeland (CR)";896;99
"Meergezinswoning";"1000 tot 1850";"2021";"West-Noord-Brabant (CR)";524;134
"Meergezinswoning";"1000 tot 1850";"2021";"Midden-Noord-Brabant (CR)";172;99
